Number,Class,Title,Level,Points,URL
2109,PARADIGMAS,Duelo de Espiões,5,5.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2109
2110,ESTRUTURAS E BIBLIOTECAS,Banho de Sol no Jardim,10,10.5,https://www.urionlinejudge.com.br/judge/pt/problems/view/2110
2111,ESTRUTURAS E BIBLIOTECAS,Entendendo o Sorobov,4,4.9,https://www.urionlinejudge.com.br/judge/pt/problems/view/2111
2112,GRAFOS,Escalonamento de Salas de Aula,5,5.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2112
2113,PARADIGMAS,O Incidente de Sverdlovsk,5,5.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2113
2114,MATEMÁTICA,Poker,5,5.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2114
2115,PARADIGMAS,Produção em Ecaterimburgo,6,6.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2115
2116,AD-HOC,Diversão dos Alunos,2,2.6,https://www.urionlinejudge.com.br/judge/pt/problems/view/2116
2117,GRAFOS,Mestre Me Ajude,10,10.5,https://www.urionlinejudge.com.br/judge/pt/problems/view/2117
2118,GRAFOS,Qual a Sede?,10,10.6,https://www.urionlinejudge.com.br/judge/pt/problems/view/2118
2119,PARADIGMAS,Goão e Escadas,10,10.8,https://www.urionlinejudge.com.br/judge/pt/problems/view/2119
2120,ESTRUTURAS E BIBLIOTECAS,Tutores,10,10.3,https://www.urionlinejudge.com.br/judge/pt/problems/view/2120
2121,GRAFOS,Turismo em Ecaterimburgo,5,5.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2121
2122,ESTRUTURAS E BIBLIOTECAS,Votação em Ecaterimburgo,10,10.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2122
2123,AD-HOC,A Lei Vai a Cavalo!,9,9.2,https://www.urionlinejudge.com.br/judge/pt/problems/view/2123
2124,PARADIGMAS,Cardápio da Sra. Montagny!,6,6.4,https://www.urionlinejudge.com.br/judge/pt/problems/view/2124
2125,AD-HOC,Construtores de Totens,10,10.7,https://www.urionlinejudge.com.br/judge/pt/problems/view/2125
2126,INICIANTE,Procurando Subsequências,2,2.9,https://www.urionlinejudge.com.br/judge/pt/problems/view/2126
2127,GRAFOS,Sistema Cipoviário,8,8.4,https://www.urionlinejudge.com.br/judge/pt/problems/view/2127
2128,GRAFOS,Demonstração de Honestidade!,10,10.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2128
2129,MATEMÁTICA,Fatorial,8,8.1,https://www.urionlinejudge.com.br/judge/pt/problems/view/2129
2130,GRAFOS,Final Mundial de 2008,8,8.8,https://www.urionlinejudge.com.br/judge/pt/problems/view/2130
2131,GRAFOS,Mesa da Sra. Montagny!,7,7.2,https://www.urionlinejudge.com.br/judge/pt/problems/view/2131
2132,STRINGS,Não é Mais Um Joguinho Canadense!,5,5.8,https://www.urionlinejudge.com.br/judge/pt/problems/view/2132
2133,MATEMÁTICA,Números de Dinostratus,9,9.7,https://www.urionlinejudge.com.br/judge/pt/problems/view/2133
2134,AD-HOC,Quem Vai Ser Reprovado?,5,5.4,https://www.urionlinejudge.com.br/judge/pt/problems/view/2134
2135,MATEMÁTICA,Recuperação,5,5.2,https://www.urionlinejudge.com.br/judge/pt/problems/view/2135
2136,ESTRUTURAS E BIBLIOTECAS,Amigos do Habay,4,4.4,https://www.urionlinejudge.com.br/judge/pt/problems/view/2136
2137,STRINGS,A Biblioteca do Senhor Severino,1,1.7,https://www.urionlinejudge.com.br/judge/pt/problems/view/2137
2138,AD-HOC,Dígito Mais Frequente,4,4.5,https://www.urionlinejudge.com.br/judge/pt/problems/view/2138
2139,INICIANTE,Natal de Pedrinho,2,2.6,https://www.urionlinejudge.com.br/judge/pt/problems/view/2139
2140,INICIANTE,Duas Notas,2,2.7,https://www.urionlinejudge.com.br/judge/pt/problems/view/2140
2141,AD-HOC,P4 Simplificado,5,5.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2141
2142,AD-HOC,Pegue o Pombo!,8,8.7,https://www.urionlinejudge.com.br/judge/pt/problems/view/2142
2143,INICIANTE,A Volta do Radar,3,3.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2143
2144,AD-HOC,Bodybuilder,5,5.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2144
2145,MATEMÁTICA,A Vida Amorosa dos Números,8,8.6,https://www.urionlinejudge.com.br/judge/pt/problems/view/2145
2146,INICIANTE,Senha,1,1.5,https://www.urionlinejudge.com.br/judge/pt/problems/view/2146
2147,INICIANTE,Galopeira,2,2.4,https://www.urionlinejudge.com.br/judge/pt/problems/view/2147
2148,MATEMÁTICA,Banco de Dados,6,6.2,https://www.urionlinejudge.com.br/judge/pt/problems/view/2148
2149,MATEMÁTICA,Sequência do Tio Phill Bonati,4,4.6,https://www.urionlinejudge.com.br/judge/pt/problems/view/2149
2150,STRINGS,Vogais Alienígenas,4,4.3,https://www.urionlinejudge.com.br/judge/pt/problems/view/2150
2151,AD-HOC,Soco do Rulk,5,5.1,https://www.urionlinejudge.com.br/judge/pt/problems/view/2151
2152,INICIANTE,"Pepe, Já Tirei a Vela!",1,1.9,https://www.urionlinejudge.com.br/judge/pt/problems/view/2152
2153,STRINGS,Sanduicheiche,4,4.7,https://www.urionlinejudge.com.br/judge/pt/problems/view/2153
2154,MATEMÁTICA,Derivada de Polinômios,3,3.9,https://www.urionlinejudge.com.br/judge/pt/problems/view/2154
2155,GRAFOS,Os Icosaedros do Lagarto,9,9.2,https://www.urionlinejudge.com.br/judge/pt/problems/view/2155
2156,AD-HOC,As Aventuras de Pak-man,4,4.1,https://www.urionlinejudge.com.br/judge/pt/problems/view/2156
2157,STRINGS,Sequência Espelho,1,1.7,https://www.urionlinejudge.com.br/judge/pt/problems/view/2157
2158,GEOMETRIA COMPUTACIONAL,Ajudando o Tio Cláudio,5,5.8,https://www.urionlinejudge.com.br/judge/pt/problems/view/2158
2159,INICIANTE,Número Aproximado de Primos,1,1.8,https://www.urionlinejudge.com.br/judge/pt/problems/view/2159
2160,INICIANTE,Nome no Formulário,4,4.1,https://www.urionlinejudge.com.br/judge/pt/problems/view/2160
2161,INICIANTE,Raiz Quadrada de 10,1,1.5,https://www.urionlinejudge.com.br/judge/pt/problems/view/2161
2162,INICIANTE,Picos e Vales,4,4.5,https://www.urionlinejudge.com.br/judge/pt/problems/view/2162
2163,INICIANTE,O Despertar da Força,4,4.1,https://www.urionlinejudge.com.br/judge/pt/problems/view/2163
2164,INICIANTE,Fibonacci Rápido,2,2.4,https://www.urionlinejudge.com.br/judge/pt/problems/view/2164
2165,INICIANTE,Tuitando,4,4.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2165
2166,INICIANTE,Raiz Quadrada de 2,1,1.4,https://www.urionlinejudge.com.br/judge/pt/problems/view/2166
2167,INICIANTE,Falha do Motor,2,2.1,https://www.urionlinejudge.com.br/judge/pt/problems/view/2167
2168,INICIANTE,Crepúsculo em Portland,1,1.3,https://www.urionlinejudge.com.br/judge/pt/problems/view/2168
2169,PARADIGMAS,Ajude o Leonardo!,9,9.6,https://www.urionlinejudge.com.br/judge/pt/problems/view/2169
2170,MATEMÁTICA,Juros do Projeto,5,5.4,https://www.urionlinejudge.com.br/judge/pt/problems/view/2170
2171,AD-HOC,Dividindo com Fink,2,2.9,https://www.urionlinejudge.com.br/judge/pt/problems/view/2171
2172,INICIANTE,Evento,1,1.1,https://www.urionlinejudge.com.br/judge/pt/problems/view/2172
2174,STRINGS,Coleção de Pomekon,3,3.6,https://www.urionlinejudge.com.br/judge/pt/problems/view/2174
2175,AD-HOC,Qual o Mais Rápido?,2,2.7,https://www.urionlinejudge.com.br/judge/pt/problems/view/2175
2176,INICIANTE,Paridade,1,1.9,https://www.urionlinejudge.com.br/judge/pt/problems/view/2176
2177,MATEMÁTICA,Rio 2016,8,8.6,https://www.urionlinejudge.com.br/judge/pt/problems/view/2177
2178,AD-HOC,Lagoa Azul,6,6.7,https://www.urionlinejudge.com.br/judge/pt/problems/view/2178
2179,AD-HOC,Batuke,6,6.2,https://www.urionlinejudge.com.br/judge/pt/problems/view/2179
2180,MATEMÁTICA,Viagem à Marte na Velocidade de Primo,2,2.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2180
2181,PARADIGMAS,URI - Uireb Rhom uin Iavas,9,9.4,https://www.urionlinejudge.com.br/judge/pt/problems/view/2181
2182,GRAFOS,Luciano e a Bicicletinha,10,10.2,https://www.urionlinejudge.com.br/judge/pt/problems/view/2182
2183,PARADIGMAS,Batalha Final,10,10.3,https://www.urionlinejudge.com.br/judge/pt/problems/view/2183
2184,GRAFOS,Pomekons,9,9.8,https://www.urionlinejudge.com.br/judge/pt/problems/view/2184
2185,ESTRUTURAS E BIBLIOTECAS,Brincando com Pomekons,8,8.1,https://www.urionlinejudge.com.br/judge/pt/problems/view/2185
2186,ESTRUTURAS E BIBLIOTECAS,"Bino, Prant e a Indecisao",10,10.8,https://www.urionlinejudge.com.br/judge/pt/problems/view/2186
2187,AD-HOC,Bits Trocados,1,1.9,https://www.urionlinejudge.com.br/judge/pt/problems/view/2187
2188,AD-HOC,Macaco-prego,6,6.5,https://www.urionlinejudge.com.br/judge/pt/problems/view/2188
2189,AD-HOC,Quermesse,1,1.4,https://www.urionlinejudge.com.br/judge/pt/problems/view/2189
2190,GRAFOS,Rede Ótica,7,7.2,https://www.urionlinejudge.com.br/judge/pt/problems/view/2190
2191,AD-HOC,Saldo de Gols,8,8.8,https://www.urionlinejudge.com.br/judge/pt/problems/view/2191
2192,AD-HOC,To Add or to Multiply,5,5.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2192
2193,GEOMETRIA COMPUTACIONAL,Affine Mess,5,5.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2193
2194,AD-HOC,Ancient Messages,5,5.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2194
2195,AD-HOC,Chips Challenge,5,5.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2195
2196,AD-HOC,Coffee Central,4,4.6,https://www.urionlinejudge.com.br/judge/pt/problems/view/2196
2197,AD-HOC,Machine Works,5,5.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2197
2199,AD-HOC,Mining Your Own Business,5,5.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2199
2200,AD-HOC,Mummy Madness,5,5.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2200
2201,AD-HOC,Pyramids,5,5.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2201
2202,AD-HOC,Trash Removal,8,8.6,https://www.urionlinejudge.com.br/judge/pt/problems/view/2202
2203,INICIANTE,Tempestade de Corvos,4,4.4,https://www.urionlinejudge.com.br/judge/pt/problems/view/2203
2204,MATEMÁTICA,Pare A Bomba!,7,7.2,https://www.urionlinejudge.com.br/judge/pt/problems/view/2204
2205,AD-HOC,Asteroid Rangers,5,5.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2205
2207,AD-HOC,Bus Tour,5,5.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2207
2209,AD-HOC,Infiltration,5,5.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2209
2210,AD-HOC,Keys,5,5.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2210
2211,AD-HOC,Minimum Cost Flow,5,5.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2211
2212,AD-HOC,Room Service,5,5.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2212
2213,AD-HOC,A Safe Bet,5,5.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2213
2214,AD-HOC,Shortest Flight Path,5,5.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2214
2215,AD-HOC,Stacking Plates,5,5.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2215
2216,AD-HOC,Takeover Wars,5,5.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2216
2217,AD-HOC,Nove,3,3.1,https://www.urionlinejudge.com.br/judge/pt/problems/view/2217
2218,MATEMÁTICA,O Temível Evil-Son,1,1.2,https://www.urionlinejudge.com.br/judge/pt/problems/view/2218
2219,AD-HOC,Passando Pelos PokeStops,7,7.1,https://www.urionlinejudge.com.br/judge/pt/problems/view/2219
2220,PARADIGMAS,Ajudando Gust-Avô,8,8.4,https://www.urionlinejudge.com.br/judge/pt/problems/view/2220
2221,INICIANTE,Batalha de Pomekons,2,2.8,https://www.urionlinejudge.com.br/judge/pt/problems/view/2221
2222,MATEMÁTICA,Brincando com Conjuntos,8,8.4,https://www.urionlinejudge.com.br/judge/pt/problems/view/2222
2223,ESTRUTURAS E BIBLIOTECAS,Inventário de Pomekon,9,9.2,https://www.urionlinejudge.com.br/judge/pt/problems/view/2223
2224,PARADIGMAS,Torneio de Pomekon,5,5.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2224
2225,GRAFOS,Penalização,10,10.3,https://www.urionlinejudge.com.br/judge/pt/problems/view/2225
2226,PARADIGMAS,Fabrica de Balões,10,10.8,https://www.urionlinejudge.com.br/judge/pt/problems/view/2226
2227,AD-HOC,Aeroporto,4,4.8,https://www.urionlinejudge.com.br/judge/pt/problems/view/2227
2228,AD-HOC,Caça ao Tesouro,8,8.3,https://www.urionlinejudge.com.br/judge/pt/problems/view/2228
2229,AD-HOC,Dobradura,3,3.8,https://www.urionlinejudge.com.br/judge/pt/problems/view/2229
2230,AD-HOC,Pedágio,7,7.4,https://www.urionlinejudge.com.br/judge/pt/problems/view/2230
2231,AD-HOC,Temperatura Lunar,5,5.7,https://www.urionlinejudge.com.br/judge/pt/problems/view/2231
2232,MATEMÁTICA,Triângulo de Pascal,1,1.4,https://www.urionlinejudge.com.br/judge/pt/problems/view/2232
2233,AD-HOC,Etiquetas Coloridas,5,5.1,https://www.urionlinejudge.com.br/judge/pt/problems/view/2233
2234,INICIANTE,Cachorros-Quentes,1,1.1,https://www.urionlinejudge.com.br/judge/pt/problems/view/2234
2235,INICIANTE,Andando no Tempo,1,1.3,https://www.urionlinejudge.com.br/judge/pt/problems/view/2235
2236,PARADIGMAS,Batata Quente,10,10.3,https://www.urionlinejudge.com.br/judge/pt/problems/view/2236
2237,AD-HOC,Containers,7,7.7,https://www.urionlinejudge.com.br/judge/pt/problems/view/2237
2238,MATEMÁTICA,Divisores,8,8.2,https://www.urionlinejudge.com.br/judge/pt/problems/view/2238
2239,ESTRUTURAS E BIBLIOTECAS,Estatística Hexa,9,9.6,https://www.urionlinejudge.com.br/judge/pt/problems/view/2239
2240,ESTRUTURAS E BIBLIOTECAS,Fundindo Árvores,7,7.9,https://www.urionlinejudge.com.br/judge/pt/problems/view/2240
2241,ESTRUTURAS E BIBLIOTECAS,Go--,4,4.6,https://www.urionlinejudge.com.br/judge/pt/problems/view/2241
2242,STRINGS,Huaauhahhuahau,2,2.2,https://www.urionlinejudge.com.br/judge/pt/problems/view/2242
2243,PARADIGMAS,Isósceles,4,4.9,https://www.urionlinejudge.com.br/judge/pt/problems/view/2243
2244,AD-HOC,Jogos Olímpicos,10,10.5,https://www.urionlinejudge.com.br/judge/pt/problems/view/2244
2245,GEOMETRIA COMPUTACIONAL,Kit de Encolhimento de Polígonos,10,10.4,https://www.urionlinejudge.com.br/judge/pt/problems/view/2245
2246,GRAFOS,Ladrilhos,4,4.2,https://www.urionlinejudge.com.br/judge/pt/problems/view/2246
2247,AD-HOC,Cofrinhos da Vó Vitória,2,2.9,https://www.urionlinejudge.com.br/judge/pt/problems/view/2247
2248,AD-HOC,Estágio,3,3.6,https://www.urionlinejudge.com.br/judge/pt/problems/view/2248
2249,AD-HOC,Número de Erdos,6,6.5,https://www.urionlinejudge.com.br/judge/pt/problems/view/2249
2250,AD-HOC,Tetris,6,6.7,https://www.urionlinejudge.com.br/judge/pt/problems/view/2250
2251,AD-HOC,Torres de Hanói,3,3.3,https://www.urionlinejudge.com.br/judge/pt/problems/view/2251
2252,AD-HOC,Descobrindo Senha,5,5.8,https://www.urionlinejudge.com.br/judge/pt/problems/view/2252
2253,STRINGS,Validador de Senhas,5,5.4,https://www.urionlinejudge.com.br/judge/pt/problems/view/2253
2254,AD-HOC,"Bem-me-quer, Malmequer Japonês",6,6.1,https://www.urionlinejudge.com.br/judge/pt/problems/view/2254
2255,AD-HOC,Self-Assembly,5,5.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2255
2257,AD-HOC,Surely You Congest,5,5.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2257
2258,AD-HOC,Factors,5,5.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2258
2259,AD-HOC,Harvard,5,5.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2259
2260,AD-HOC,Low Power,5,5.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2260
2261,AD-HOC,Map Tiles,5,5.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2261
2262,AD-HOC,Matryoshka,5,5.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2262
2263,AD-HOC,Pirate Chest,5,5.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2263
2265,AD-HOC,Up a Tree,5,5.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2265
2266,AD-HOC,Baggage,5,5.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2266
2268,AD-HOC,Crane Balancing,5,5.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2268
2270,AD-HOC,Maze Reduction,5,5.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2270
2275,AD-HOC,Skiing,5,5.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2275
2276,AD-HOC,Surveillance,5,5.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2276
2278,AD-HOC,Amalgamated Artichokes,5,5.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2278
2279,AD-HOC,Asteroids,5,5.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2279
2280,AD-HOC,Catering,5,5.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2280
2281,AD-HOC,Cutting Cheese,5,5.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2281
2282,AD-HOC,Evolution in Parallel,5,5.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2282
2283,AD-HOC,Keyboarding,5,5.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2283
2284,AD-HOC,Pipe Stream,5,5.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2284
2285,AD-HOC,Palíndrome,6,6.8,https://www.urionlinejudge.com.br/judge/pt/problems/view/2285
2286,AD-HOC,Par ou Ímpar,3,3.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2286
2287,AD-HOC,Proteja sua Senha,5,5.5,https://www.urionlinejudge.com.br/judge/pt/problems/view/2287
2288,AD-HOC,TV da Vovó,6,6.7,https://www.urionlinejudge.com.br/judge/pt/problems/view/2288
2289,AD-HOC,Distância Hamming,5,5.8,https://www.urionlinejudge.com.br/judge/pt/problems/view/2289
2290,ESTRUTURAS E BIBLIOTECAS,Números Apaixornados,10,10.1,https://www.urionlinejudge.com.br/judge/pt/problems/view/2290
2291,MATEMÁTICA,Números Divinos,8,8.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2291
2292,STRINGS,Painel LED,6,6.8,https://www.urionlinejudge.com.br/judge/pt/problems/view/2292
2293,AD-HOC,Campo de Minhocas,3,3.1,https://www.urionlinejudge.com.br/judge/pt/problems/view/2293
2294,AD-HOC,Duende Perdido,4,4.3,https://www.urionlinejudge.com.br/judge/pt/problems/view/2294
2295,AD-HOC,Frota de Táxi,3,3.2,https://www.urionlinejudge.com.br/judge/pt/problems/view/2295
2296,AD-HOC,Trilhas,5,5.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2296
2297,AD-HOC,Bafo,2,2.8,https://www.urionlinejudge.com.br/judge/pt/problems/view/2297
2298,AD-HOC,Mini-Poker,4,4.7,https://www.urionlinejudge.com.br/judge/pt/problems/view/2298
2299,PARADIGMAS,Pedido de Desculpas,5,5.1,https://www.urionlinejudge.com.br/judge/pt/problems/view/2299
2300,GRAFOS,Transmissão de Energia,5,5.5,https://www.urionlinejudge.com.br/judge/pt/problems/view/2300
2301,AD-HOC,Vivo ou Morto,5,5.1,https://www.urionlinejudge.com.br/judge/pt/problems/view/2301
2302,AD-HOC,Conversa não tão Secreta,9,9.9,https://www.urionlinejudge.com.br/judge/pt/problems/view/2302
2303,AD-HOC,Margaridas,3,3.1,https://www.urionlinejudge.com.br/judge/pt/problems/view/2303
2304,AD-HOC,Banco Imobiliário,2,2.1,https://www.urionlinejudge.com.br/judge/pt/problems/view/2304
2305,AD-HOC,Colheita de Caju,6,6.8,https://www.urionlinejudge.com.br/judge/pt/problems/view/2305
2306,AD-HOC,Escada Perfeita,4,4.7,https://www.urionlinejudge.com.br/judge/pt/problems/view/2306
2307,AD-HOC,Jogo de Cartas,8,8.3,https://www.urionlinejudge.com.br/judge/pt/problems/view/2307
2308,AD-HOC,Museu,10,10.4,https://www.urionlinejudge.com.br/judge/pt/problems/view/2308
2309,AD-HOC,Truco,4,4.8,https://www.urionlinejudge.com.br/judge/pt/problems/view/2309
2310,INICIANTE,Voleibol,2,2.6,https://www.urionlinejudge.com.br/judge/pt/problems/view/2310
2311,INICIANTE,Saltos Ornamentais,2,2.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2311
2312,AD-HOC,Quadro De Medalhas,3,3.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2312
2313,INICIANTE,Qual Triângulo,3,3.3,https://www.urionlinejudge.com.br/judge/pt/problems/view/2313
2314,STRINGS,Indentador,7,7.3,https://www.urionlinejudge.com.br/judge/pt/problems/view/2314
2315,AD-HOC,Diferença Fácil Entre Datas,2,2.7,https://www.urionlinejudge.com.br/judge/pt/problems/view/2315
2316,AD-HOC,Autorama,6,6.6,https://www.urionlinejudge.com.br/judge/pt/problems/view/2316
2317,AD-HOC,Lobo Mau,7,7.6,https://www.urionlinejudge.com.br/judge/pt/problems/view/2317
2318,AD-HOC,Quadrado Mágico,8,8.3,https://www.urionlinejudge.com.br/judge/pt/problems/view/2318
2319,AD-HOC,Penalidade Mínima,9,9.5,https://www.urionlinejudge.com.br/judge/pt/problems/view/2319
2320,AD-HOC,Subsequência,5,5.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2320
2321,AD-HOC,Detectando Colisões,5,5.5,https://www.urionlinejudge.com.br/judge/pt/problems/view/2321
2322,AD-HOC,Peça Perdida,3,3.1,https://www.urionlinejudge.com.br/judge/pt/problems/view/2322
2323,AD-HOC,Móbile,5,5.4,https://www.urionlinejudge.com.br/judge/pt/problems/view/2323
2324,AD-HOC,Pastas,7,7.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2324
2325,AD-HOC,Repositórios,6,6.7,https://www.urionlinejudge.com.br/judge/pt/problems/view/2325
2326,AD-HOC,Sacoleiro,7,7.9,https://www.urionlinejudge.com.br/judge/pt/problems/view/2326
2327,AD-HOC,Quadrados,4,4.8,https://www.urionlinejudge.com.br/judge/pt/problems/view/2327
2328,AD-HOC,Chocolate,1,1.6,https://www.urionlinejudge.com.br/judge/pt/problems/view/2328
2329,AD-HOC,Pão a Metro,6,6.6,https://www.urionlinejudge.com.br/judge/pt/problems/view/2329
2330,AD-HOC,Telemarketing,6,6.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2330
2331,AD-HOC,Uiquipédia,6,6.5,https://www.urionlinejudge.com.br/judge/pt/problems/view/2331
2332,AD-HOC,Jogo do Labirinto,7,7.5,https://www.urionlinejudge.com.br/judge/pt/problems/view/2332
2333,AD-HOC,Pizza,8,8.2,https://www.urionlinejudge.com.br/judge/pt/problems/view/2333
2334,INICIANTE,Patinhos,3,3.3,https://www.urionlinejudge.com.br/judge/pt/problems/view/2334
2335,MATEMÁTICA,O Desafio de Arquibaldo,9,9.8,https://www.urionlinejudge.com.br/judge/pt/problems/view/2335
2336,STRINGS,ABC,7,7.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2336
2337,MATEMÁTICA,Pro Habilidade,4,4.4,https://www.urionlinejudge.com.br/judge/pt/problems/view/2337
2338,ESTRUTURAS E BIBLIOTECAS,Morse,4,4.8,https://www.urionlinejudge.com.br/judge/pt/problems/view/2338
2339,AD-HOC,Aviões de Papel,1,1.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2339
2340,AD-HOC,Feira de Bactérias,5,5.4,https://www.urionlinejudge.com.br/judge/pt/problems/view/2340
2341,AD-HOC,Número de Envelopes,4,4.4,https://www.urionlinejudge.com.br/judge/pt/problems/view/2341
2342,AD-HOC,Overflow,1,1.6,https://www.urionlinejudge.com.br/judge/pt/problems/view/2342
2343,AD-HOC,Caçadores de Mitos,5,5.8,https://www.urionlinejudge.com.br/judge/pt/problems/view/2343
2344,INICIANTE,Notas da Prova,1,1.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2344
2345,AD-HOC,Assigning Teams,2,2.4,https://www.urionlinejudge.com.br/judge/pt/problems/view/2345
2346,AD-HOC,Back to the Future,8,8.8,https://www.urionlinejudge.com.br/judge/pt/problems/view/2346
2347,AD-HOC,Counting Self-Rotating Subsets,7,7.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2347
2348,AD-HOC,Dating On-Line,2,2.7,https://www.urionlinejudge.com.br/judge/pt/problems/view/2348
2349,AD-HOC,Farm Robot,2,2.8,https://www.urionlinejudge.com.br/judge/pt/problems/view/2349
2350,AD-HOC,Game of Matchings,10,10.6,https://www.urionlinejudge.com.br/judge/pt/problems/view/2350
2351,AD-HOC,Hotel Rewards,8,8.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2351
2352,AD-HOC,Internet Trouble,5,5.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2352
2353,AD-HOC,Just in Time,5,5.8,https://www.urionlinejudge.com.br/judge/pt/problems/view/2353
2354,AD-HOC,Kill the Werewolf,8,8.5,https://www.urionlinejudge.com.br/judge/pt/problems/view/2354
2355,AD-HOC,Brasil e Alemanha,4,4.6,https://www.urionlinejudge.com.br/judge/pt/problems/view/2355
2356,STRINGS,Bactéria I,3,3.3,https://www.urionlinejudge.com.br/judge/pt/problems/view/2356
2357,GRAFOS,Violência em Sildávia,9,9.4,https://www.urionlinejudge.com.br/judge/pt/problems/view/2357
2358,STRINGS,Bactéria II,10,10.8,https://www.urionlinejudge.com.br/judge/pt/problems/view/2358
2359,GRAFOS,Alocando Ambulâncias,9,9.4,https://www.urionlinejudge.com.br/judge/pt/problems/view/2359
2360,PARADIGMAS,Centrais de Controle,10,10.2,https://www.urionlinejudge.com.br/judge/pt/problems/view/2360
2361,PARADIGMAS,Entradas e Saídas,8,8.5,https://www.urionlinejudge.com.br/judge/pt/problems/view/2361
2362,GEOMETRIA COMPUTACIONAL,Invasão Alienígena,5,5.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2362
2363,PARADIGMAS,Brincando com Transformações,5,5.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2363
2364,PARADIGMAS,Henrique,5,5.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2364
2365,AD-HOC,Bolão do Brasileirão,6,6.2,https://www.urionlinejudge.com.br/judge/pt/problems/view/2365
2366,AD-HOC,Maratona,5,5.7,https://www.urionlinejudge.com.br/judge/pt/problems/view/2366
2367,AD-HOC,Competição de Chocolate,7,7.7,https://www.urionlinejudge.com.br/judge/pt/problems/view/2367
2368,AD-HOC,Simulador,5,5.0,https://www.urionlinejudge.com.br/judge/pt/problems/view/2368
2369,AD-HOC,Conta de Água,1,1.5,https://www.urionlinejudge.com.br/judge/pt/problems/view/2369
